word tf tf_idf
ru 0.020309 0.0
n 0.000195 0.000458
новость 0.000195 3.9e-05
https 0.020699 0.012657
news 0.03925 0.151119
tsu 0.019918 0.037929
sat 0.000391 0.001774
04 0.000391 0.000567
mar 0.001757 0.007985
2023 0.019918 0.000428
12 0.002148 0.00168
02 0.001757 0.00091
10 0.005272 0.001945
0700 0.019723 0.089606
0 0.000195 0.000199
радиофизика 0.000391 0.000804
тгу 0.018746 0.035697
изготовить 0.000195 0.000537
образец 0.000391 0.000717
российский 0.002929 0.001734
радиоволновый 0.000195 0.000573
томограф 0.000195 0.000537
radiofiziki 0.000195 0.000887
tgu 0.011912 0.054119
izgotovili 0.000195 0.000887
obrazets 0.000195 0.000887
rossiyskogo 0.000586 0.002662
radiovolnovogo 0.000195 0.000887
tomografa 0.000195 0.000887
о 0.000195 2.9e-05
досмотровый 0.000195 0.000573
система 0.001562 1.7e-05
создать 0.001953 0.00251
рассказывать 0.000195 0.000458
специальный 0.000391 0.000502
проект 0.005663 0.000122
технотренд 0.000195 0.000573
fri 0.00371 0.016857
03 0.001172 0.000649
14 0.004491 0.004311
38 0.001172 0.002887
00 0.006835 0.003788
химик 0.000195 0.000419
первый 0.001953 0.001119
рф 0.002148 0.002184
гранулированный 0.000195 0.000573
антипирен 0.000195 0.000573
пластика 0.000391 0.001146
khimiki 0.000195 0.000887
sozdali 0.000586 0.002662
pervyy 0.000586 0.002662
v 0.008006 0.020795
rf 0.000976 0.004436
granulirovannyy 0.000195 0.000887
antipiren 0.000195 0.000887
dlya 0.003905 0.017744
plastika 0.000391 0.001774
новый 0.005663 0.002638
разработка 0.002148 0.000664
проходить 0.000391 0.000517
испытание 0.000195 0.000223
база 0.000391 0.000144
промпартнёр 0.000391 0.001146
35 0.000586 0.000731
40 0.001172 0.002004
– 0.005858 0.003357
лидер 0.000976 0.001218
число 0.000586 0.000631
потанинский 0.000195 0.000616
стипендиат 0.000195 0.000573
liderakh 0.000195 0.000887
po 0.002539 0.011533
chislu 0.000195 0.000887
potaninskikh 0.000195 0.000887
stipendiatov 0.000195 0.000887
стипендия 0.000195 0.000135
фонд 0.000586 0.000198
потанин 0.000195 0.000386
быть 0.000586 0.000531
получать 0.000195 0.000323
