word tf tf_idf
международный 0.01317 0.004459
деятельность 0.006585 0.00051
казанский 0.008467 0.008365
приволжский 0.000941 0.001044
федеральный 0.004704 0.003361
университет 0.019755 0.000211
институт 0.019755 0.000425
геология 0.001881 0.001516
нефтегазовый 0.000941 0.000957
технология 0.003763 0.0009
фундаментальный 0.000941 0.000164
медицина 0.004704 0.003361
биология 0.001881 0.001008
экология 0.000941 0.000652
природопользование 0.000941 0.000903
химический 0.000941 0.000471
а 0.000941 0.000454
м 0.000941 0.000632
бутлеров 0.000941 0.000985
междисциплинарный 0.000941 0.000188
центр 0.01223 0.000263
аналитический 0.000941 0.000903
микроскопия 0.000941 0.000985
научно 0.006585 0.000899
образовательный 0.001881 2e-05
фармацевтика 0.000941 0.000957
юридический 0.000941 0.000594
факультет 0.004704 0.002521
отношение 0.000941 0.000539
филология 0.001881 0.001516
межкультурный 0.001881 0.001913
коммуникация 0.002822 0.001412
лев 0.000941 0.001014
толстой 0.000941 0.001044
психология 0.000941 0.000632
образование 0.01223 0.000131
социально 0.001881 0.001806
философский 0.000941 0.000652
наука 0.006585 7e-05
массовый 0.000941 0.000594
высокий 0.004704 0.001254
школа 0.004704 5e-05
журналистика 0.000941 5.1e-05
медиакоммуникация 0.000941 0.001014
управление 0.002822 3e-05
экономика 0.000941 0.000487
финансы 0.000941 0.000758
государственный 0.002822 0.000317
муниципальный 0.000941 0.000957
бизнес 0.000941 0.000422
общеуниверситетский 0.000941 0.000985
кафедра 0.001881 0.000103
физический 0.000941 0.000391
воспитание 0.000941 0.000877
спорт 0.000941 0.000613
физика 0.001881 8.2e-05
информационный 0.001881 0.000783
интеллектуальный 0.000941 0.000117
система 0.000941 1e-05
вычислительный 0.000941 0.000613
математика 0.001881 8.2e-05
механика 0.000941 0.000504
н 0.002822 0.001412
и 0.002822 0.001671
лобачевский 0.002822 0.00287
инженерный 0.002822 0.001363
повышение 0.000941 8.4e-05
квалификация 0.000941 0.000117
подготовительный 0.001881 0.001704
иностранный 0.017874 0.00058
учиться 0.001881 0.001428
непрерывный 0.000941 0.001014
it 0.000941 3.1e-05
лицей 0.001881 0.001608
интернат 0.000941 0.001014
кфу 0.022578 0.02296
имя 0.000941 0.000575
набережночелнинский 0.000941 0.000985
елабужский 0.000941 0.000985
