word tf tf_idf
в 0.005159 0.000642
регион 0.005159 0.006833
создать 0.004299 0.005525
первый 0.004299 0.002463
рф 0.00258 0.002623
система 0.007739 8.3e-05
повышение 0.003439 0.000306
безопасность 0.003439 0.00015
бпнуть 0.008598 0.019267
сайт 0.004299 9.2e-05
тгу 0.018057 0.034384
ru 0.00172 0.0
en 0.00086 0.00043
cn 0.00086 0.001637
всё 0.00172 0.001469
новость 0.00172 0.000343
календарь 0.00172 0.001192
событие 0.00172 0.000922
медиа 0.00172 0.002661
проект 0.003439 7.4e-05
alma 0.00172 0.002941
mater 0.00172 0.002941
архив 0.00258 0.003631
информационный 0.00258 0.001074
материал 0.004299 0.000971
электронный 0.00258 0.001074
почта 0.00086 0.000291
office 0.00086 0.001701
ido 0.00086 0.001701
tsu 0.00086 0.001637
телефон 0.00086 0.000849
3822 0.00172 0.003402
78 0.00086 0.00147
56 0.00086 0.001289
53 0.00086 0.001289
главный 0.00086 3.7e-05
страницався 0.00086 0.001701
новостив 0.00086 0.003907
01 0.00086 0.000461
03 0.00086 0.000477
2023 0.00086 1.8e-05
томский 0.007739 0.014736
область 0.006879 0.002433
стать 0.003439 0.001661
россия 0.003439 0.000188
внедрить 0.00086 0.002715
новый 0.004299 0.002002
решение 0.003439 0.003398
прозрачность 0.00172 0.007813
применение 0.003439 0.005323
доступность 0.00086 0.002962
воздушный 0.003439 0.009464
пространство 0.00172 0.003275
беспилотный 0.005159 0.01156
летательный 0.00086 0.002119
аппарат 0.00086 0.001701
за 0.00086 0.001249
счёт 0.00086 0.002233
использование 0.003439 0.001906
действовать 0.00172 0.004467
технологический 0.00086 0.000874
инфраструктура 0.00258 0.001478
госинформсистема 0.00172 0.007813
эра 0.004299 0.019533
глонасс 0.006879 0.031252
государственный 0.004299 0.000484
ведомство 0.00258 0.009932
смочь 0.00086 0.001375
получать 0.00086 0.001421
некорректируемый 0.00086 0.003907
вид 0.00086 0.000509
юридически 0.00172 0.007813
значимый 0.00172 0.005924
информация 0.003439 7.4e-05
полёт 0.003439 0.008933
авиадрон 0.003439 0.015626
точный 0.00086 0.002233
координата 0.00172 0.005429
случай 0.00172 0.003853
происшествие 0.00172 0.007813
быть 0.00172 0.001558
автоматически 0.00086 0.002962
передаваться 0.00086 0.002715
экстренный 0.00172 0.007813
служба 0.00258 0.000873
соглашение 0.006019 0.008217
создание 0.00172 0.002348
развитие 0.00172 7.5e-05
соответствующий 0.00086 0.002366
предполагать 0.00086 0.000874
исключительно 0.00086 0.003311
российский 0.00172 0.001018
технология 0.006019 0.00144
подписать 0.00086 0.002017
губернатор 0.00172 0.003045
владимир 0.00172 0.003156
мазур 0.00172 0.006621
ректор 0.00258 0.000798
национальный 0.00086 0.000139
исследовательский 0.00172 0.000235
университет 0.007739 8.3e-05
эдуард 0.00172 0.005045
галажинский 0.00172 0.005429
генеральный 0.00086 0.002366
директор 0.00086 0.0009
ао 0.00172 0.005924
алексей 0.00172 0.00354
райкевич 0.00172 0.007813
рамка 0.00086 0.000596
установленный 0.00086 0.003311
год 0.00258 0.000481
назад 0.00086 0.003311
экспериментальный 0.00086 0.000149
правовой 0.00086 0.000713
режим 0.00172 0.002577
опытный 0.00086 0.002119
район 0.00086 0.002017
эксплуатация 0.00172 0.004035
авиационный 0.00258 0.0067
снять 0.00086 0.003907
нормативный 0.00086 0.000779
барьер 0.00172 0.006621
препятствовать 0.00086 0.003907
беспилотник 0.00172 0.002843
максимальный 0.00086 0.002962
взлётный 0.00086 0.003907
масса 0.00086 0.002233
30 0.00086 0.000543
кг 0.00086 0.003907
мочь 0.00172 0.000922
использоваться 0.00086 0.002523
доставка 0.00086 0.003311
