word tf tf_idf
выпускникам\университет 0.000917 0.004164
общество 0.00275 0.002026
казанский 0.014665 0.014489
приволжский 0.000917 0.001017
федеральный 0.00275 0.001965
университет 0.021998 0.000235
институт 0.016499 0.000355
геология 0.001833 0.001477
нефтегазовый 0.000917 0.000932
технология 0.003666 0.000877
фундаментальный 0.000917 0.000159
медицина 0.004583 0.003275
биология 0.001833 0.000983
экология 0.000917 0.000635
природопользование 0.000917 0.00088
химический 0.000917 0.000459
а 0.000917 0.000443
м 0.000917 0.000616
бутлеров 0.000917 0.000959
междисциплинарный 0.000917 0.000183
центр 0.011916 0.000256
аналитический 0.000917 0.00088
микроскопия 0.000917 0.000959
научно 0.0055 0.000751
образовательный 0.001833 2e-05
фармацевтика 0.000917 0.000932
юридический 0.000917 0.000579
факультет 0.003666 0.001965
международный 0.017415 0.005897
отношение 0.000917 0.000525
филология 0.000917 0.000738
межкультурный 0.000917 0.000932
коммуникация 0.001833 0.000917
лев 0.000917 0.000988
толстой 0.000917 0.001017
психология 0.000917 0.000616
образование 0.016499 0.000176
социально 0.001833 0.001759
философский 0.000917 0.000635
наука 0.013749 0.000147
массовый 0.000917 0.000579
высокий 0.004583 0.001222
школа 0.004583 4.9e-05
журналистика 0.000917 5e-05
медиакоммуникация 0.000917 0.000988
управление 0.00275 2.9e-05
экономика 0.000917 0.000475
финансы 0.000917 0.000738
государственный 0.000917 0.000103
муниципальный 0.000917 0.000932
бизнес 0.000917 0.000412
общеуниверситетский 0.000917 0.000959
кафедра 0.001833 0.0001
физический 0.000917 0.000381
воспитание 0.000917 0.000855
спорт 0.010082 0.006568
физика 0.001833 8e-05
информационный 0.001833 0.000763
интеллектуальный 0.000917 0.000114
система 0.000917 1e-05
вычислительный 0.000917 0.000597
математика 0.001833 8e-05
механика 0.000917 0.000491
н 0.00275 0.001376
и 0.003666 0.002171
лобачевский 0.00275 0.002796
инженерный 0.000917 0.000443
повышение 0.000917 8.2e-05
квалификация 0.000917 0.000114
подготовительный 0.000917 0.00083
иностранный 0.0055 0.000178
учиться 0.000917 0.000696
непрерывный 0.000917 0.000988
it 0.000917 3e-05
лицей 0.001833 0.001566
интернат 0.000917 0.000988
кфу 0.018332 0.018642
имя 0.000917 0.00056
набережночелнинский 0.000917 0.000959
елабужский 0.000917 0.000959
вход 0.001833 5.9e-05
сайт 0.003666 7.9e-05
ректор 0.000917 0.000283
студент 0.006416 0.000423
абитуриент 0.001833 0.000121
сотрудник 0.001833 0.000366
выпускник 0.016499 0.001277
карьера 0.000917 0.000616
музей 0.003666 0.002701
библиотека 0.001833 0.001016
газета 0.001833 0.001759
univer 0.000917 0.000932
tv 0.000917 0.000932
darelfonyn 0.000917 0.000988
english 0.000917 0.000655
español 0.000917 0.000988
中文 0.000917 0.000635
о 0.003666 0.000546
миссия 0.000917 0.000988
структура 0.000917 0.000597
документ 0.00275 0.001736
безопасность 0.000917 4e-05
история 0.001833 0.000142
стратегия 0.000917 0.000635
развитие 0.001833 8e-05
цифра 0.000917 0.000738
факт 0.000917 0.000761
