word tf tf_idf
о 0.004329 0.000644
мера 0.011132 0.002077
предупреждение 0.005566 0.00566
коронавируса\здравоохранение 0.000618 0.00281
казанский 0.009276 0.009165
приволжский 0.000618 0.000686
федеральный 0.007421 0.005304
университет 0.017934 0.000192
институт 0.013605 0.000293
геология 0.001237 0.000996
нефтегазовый 0.000618 0.000629
технология 0.004947 0.001184
фундаментальный 0.001855 0.000323
медицина 0.004329 0.003094
биология 0.002474 0.001326
экология 0.000618 0.000429
природопользование 0.000618 0.000594
химический 0.000618 0.000309
а 0.000618 0.000299
м 0.000618 0.000416
бутлеров 0.000618 0.000647
междисциплинарный 0.000618 0.000123
центр 0.007421 0.00016
аналитический 0.000618 0.000594
микроскопия 0.000618 0.000647
научно 0.003711 0.000507
образовательный 0.008658 9.3e-05
фармацевтика 0.000618 0.000629
юридический 0.000618 0.00039
факультет 0.002474 0.001326
международный 0.001855 0.000628
отношение 0.000618 0.000354
филология 0.000618 0.000498
межкультурный 0.000618 0.000629
коммуникация 0.001237 0.000619
лев 0.000618 0.000666
толстой 0.000618 0.000686
психология 0.000618 0.000416
образование 0.006184 6.6e-05
социально 0.001237 0.001187
философский 0.000618 0.000429
наука 0.003711 4e-05
массовый 0.000618 0.00039
высокий 0.004329 0.001154
школа 0.003092 3.3e-05
журналистика 0.000618 3.4e-05
медиакоммуникация 0.000618 0.000666
управление 0.002474 2.6e-05
экономика 0.001237 0.000641
финансы 0.001237 0.000996
государственный 0.000618 7e-05
муниципальный 0.000618 0.000629
бизнес 0.000618 0.000278
общеуниверситетский 0.000618 0.000647
кафедра 0.000618 3.4e-05
физический 0.000618 0.000257
воспитание 0.000618 0.000577
спорт 0.000618 0.000403
физика 0.001237 5.4e-05
информационный 0.001855 0.000772
интеллектуальный 0.000618 7.7e-05
система 0.000618 7e-06
вычислительный 0.000618 0.000403
математика 0.001237 5.4e-05
механика 0.000618 0.000331
н 0.001855 0.000928
и 0.001855 0.001098
лобачевский 0.001855 0.001887
инженерный 0.000618 0.000299
повышение 0.000618 5.5e-05
квалификация 0.000618 7.7e-05
подготовительный 0.000618 0.00056
иностранный 0.004947 0.00016
учиться 0.000618 0.000469
непрерывный 0.000618 0.000666
it 0.001237 4e-05
лицей 0.001855 0.001585
интернат 0.000618 0.000666
кфу 0.022882 0.023269
имя 0.000618 0.000378
набережночелнинский 0.000618 0.000647
елабужский 0.000618 0.000647
вход 0.001237 4e-05
сайт 0.001237 2.7e-05
ректор 0.001237 0.000382
студент 0.014224 0.000938
абитуриент 0.001237 8.2e-05
сотрудник 0.003092 0.000617
выпускник 0.001855 0.000144
карьера 0.000618 0.000416
музей 0.001855 0.001367
библиотека 0.001237 0.000686
газета 0.001237 0.001187
univer 0.000618 0.000629
tv 0.000618 0.000629
darelfonyn 0.000618 0.000666
english 0.000618 0.000442
español 0.000618 0.000666
中文 0.000618 0.000429
миссия 0.000618 0.000666
структура 0.001237 0.000806
документ 0.002474 0.001562
безопасность 0.001237 5.4e-05
история 0.001855 0.000144
стратегия 0.000618 0.000429
